C�digoMesa,NombreRecinto,Sigla,AP,APB-SUMATE,FP,LIBRE,LYP-ADN,MAS-IPSP,PDC,UNIDAD,VotoNulo,VotoBlanco,VotoValido
820.32196,U. E. Cuerpo de Cristo Fe y Alegría,PDC,191,94,52,475,51,97,1774,501,472,47,3235
820.32210,U.E. Reino de Belgica,PDC,8,3,1,19,4,5,86,14,32,4,140
820.32287,U.E. Jesús Obrero Mañana,PDC,18,17,2,57,6,20,197,98,39,5,415
820.32290,U.E. Jesús Obrero Villa Esther,PDC,2,0,1,3,0,0,10,4,0,0,20
820.32305,U.E. 6 de Junio,PDC,0,1,0,3,0,0,7,0,0,0,11
820.32306,U.E. 9 de Julio,UNIDAD,1,0,0,0,0,3,3,6,1,0,13
820.32313,U.E. San Pedro de Charapaqui,PDC,3,0,1,0,0,1,13,4,2,1,22
820.32392,U.E. Noel Kempf Mercado,PDC,0,3,0,0,0,0,9,2,2,0,14
820.32395,U.E. La Primera,PDC,9,8,0,24,3,11,59,26,6,3,140
820.401,U.E. Puerto de Guaqui,PDC,370,192,102,455,147,169,3307,604,994,121,5346
820.402,U.E. San José Fe y Alegría,PDC,545,293,157,1055,196,396,5138,1211,1418,143,8991
820.403,U.E. Adrián Castillo Nava B,PDC,497,250,141,663,184,286,4585,845,1433,144,7451
820.404,U.E. Juan José Torrez Gonzales B,PDC,188,91,47,230,76,83,1805,214,582,78,2734
820.405,U.E. Luis Espinal Camps Fe y Alegría,PDC,196,86,40,243,51,93,1561,312,400,29,2582
820.501,U.E. Elizardo Perez,PDC,250,154,75,531,119,217,2805,553,645,72,4704
820.502,U.E. Mcal. José Ballivián  D,PDC,189,140,57,371,59,147,1745,414,526,63,3122
820.503,U.E. Nazareno Basil Miller,PDC,163,80,32,446,74,137,1508,495,329,23,2935
820.504,U.E. Gran Bretaña,PDC,368,165,77,609,109,272,3069,724,691,76,5393
820.505,U.E. Los Andes,PDC,178,107,43,424,71,137,1997,413,501,53,3370
820.601,U.E. Santa Maria de Los Ángeles,PDC,364,205,98,1053,133,322,3219,1156,756,115,6550
820.603,U.E. Juvenal Mariaca B,PDC,319,276,86,1217,154,294,3167,1347,744,75,6860
820.604,U.E. El Alto Integración,PDC,102,93,21,422,51,105,874,442,255,17,2110
820.605,U.E.  Interandino Boliviano,PDC,14,10,2,77,6,10,189,62,25,6,370
820.701,U.E. 12 de Octubre,PDC,205,171,56,750,115,115,1865,846,494,44,4123
820.702,U.E. Andrés Bello,PDC,50,55,17,281,22,56,459,249,101,11,1189
820.703,U.E. Santiago I,PDC,229,149,54,655,74,144,1727,681,417,38,3713
820.801,U.E. Tarapaca,PDC,219,123,54,779,98,180,1906,842,524,64,4201
820.803,U.E. Brasilia,PDC,180,170,41,600,60,169,1651,807,432,23,3678
820.804,U.E. Juan Capriles,PDC,187,119,31,431,54,121,1496,447,548,46,2886
821.101,Escuela IV Centenario,LIBRE,221,887,22,1181,21,65,501,416,350,33,3314
821.102,Escuela Central Taquiña C,LIBRE,502,1103,46,2122,85,94,1606,652,1010,80,6210
821.103,Colegio Marista Nuestra Señora Del Pilar,LIBRE,242,824,26,1166,34,51,759,454,470,25,3556
821.104,U. E. Raymundo Herman,LIBRE,211,942,19,1478,33,63,541,502,337,30,3789
821.105,Colegio Hispano Boliviano,LIBRE,92,390,7,952,17,30,319,276,178,13,2083
821.106,Colegio Nacional Mixto Cochabamba,LIBRE,237,1090,17,1995,24,76,566,635,339,28,4640
821.107,Unidad Educativa Club De Leones,LIBRE,111,605,8,1413,30,38,299,427,205,14,2931
821.108,Escuela Mixta Fiscal Temporal A,LIBRE,174,493,17,1052,20,51,417,327,260,41,2551
821.109,Colegio Marista,LIBRE,195,947,14,2435,44,68,497,677,291,46,4877
821.111,Colegio Federico Froebel,LIBRE,168,551,15,1788,25,48,335,469,264,16,3399
821.113,Instituto Eduardo Laredo,LIBRE,57,212,3,1282,17,35,127,360,85,7,2093
821.114,Instituto Americano,LIBRE,180,993,15,3715,27,111,410,1089,317,18,6540
821.115,Colegio Jaime Escalante,LIBRE,46,201,1,747,4,22,66,225,44,5,1312
821.116,Centro Inmaculada Concepcion,LIBRE,29,194,2,1035,2,20,50,264,42,11,1596
821.117,Escuela Maryknoll,LIBRE,34,126,2,1074,3,35,49,261,46,4,1584
821.119,Escuela Jose Maria Santivañez,LIBRE,99,566,7,2278,22,52,228,662,140,12,3914
821.120,Colegio Maryknoll,LIBRE,113,645,1,3150,22,72,176,737,138,27,4916
821.121,Liceo Guindalina Loayza,LIBRE,28,163,3,839,16,21,64,230,74,7,1364
821.122,Colegio Venezuela,LIBRE,71,359,8,1142,7,20,114,254,108,16,1975
821.123,Colegio Richard Von Weizacker,LIBRE,93,511,6,1728,19,52,188,509,118,8,3106
821.125,Colegio Branco Petricevic,LIBRE,279,1114,22,2750,43,87,521,916,406,36,5732
821.128,Seminario San Jose,LIBRE,127,554,13,1456,17,57,369,391,228,28,2984
821.129,Esc. Fiscal Juan XXIII A Juancito Pinto,LIBRE,102,451,7,864,13,53,319,276,148,8,2085
821.130,Unidad Educativa Maria Emilia Riquelme (Ex Maria Cristina),LIBRE,154,553,16,612,19,34,467,280,247,23,2135
821.131,Escuela Gutierrez Mariscal,LIBRE,326,1298,25,1751,52,94,987,639,595,49,5172
821.132,Escuela Antofagasta,LIBRE,213,799,27,1569,27,57,374,571,242,37,3637
821.133,Centro Particular Geronimo De Osorio,LIBRE,210,1203,28,1776,42,79,638,638,402,36,4614
821.134,Unidad Educativa Esteban Arze,LIBRE,118,554,17,719,17,37,278,292,213,17,2032
821.135,Escuela Jose Gabriel De Gumucio,LIBRE,33,280,2,857,6,30,73,237,66,13,1518
821.136,Colegio Cristo Rey,LIBRE,103,566,5,1650,10,50,179,416,176,18,2979
821.137,Colegio Paulo VI,LIBRE,81,380,2,1392,19,31,130,321,97,7,2356
821.139,U. E. 1ro. de Mayo,PDC,260,138,51,246,44,29,852,75,1190,46,1695
821.140,Colegio La Salle,LIBRE,70,302,0,1323,10,35,91,315,91,2,2146
821.141,Colegio Boliviano Argentino,LIBRE,22,128,0,385,2,8,86,140,57,5,771
821.142,Colegio Abaroa,LIBRE,66,351,6,875,9,19,173,250,111,13,1749
821.143,Unidad Educativa Daniel Salamanca (Ex Colegio Nal. Mixto 6 De Agosto),LIBRE,13,184,1,478,6,24,74,139,43,4,919
821.144,Colegio Aleman Santa Maria,LIBRE,57,316,2,1252,21,34,191,318,106,15,2191
821.145,Colegio Don Bosco,LIBRE,133,576,6,2436,21,48,185,632,175,15,4037
821.146,Colegio Loyola,LIBRE,54,215,1,1011,15,32,116,290,66,8,1734
821.147,Escuela Wilge Rodriguez,LIBRE,38,117,6,444,6,21,110,132,71,4,874
821.148,Unidad Educativa Domingo Savio (Ex Lorenzo Filho),LIBRE,78,247,5,910,8,33,109,274,98,9,1664
821.149,Escuela Gualberto Villarroel,LIBRE,65,342,3,999,16,31,145,285,114,8,1886
821.150,Liceo  Mercedes Candia De Ovando,LIBRE,154,782,12,1646,34,41,375,418,227,22,3462
821.151,Colegio San Rafael,LIBRE,105,582,7,1192,16,55,259,360,199,15,2576
821.152,Escuela Walter Vallejo,LIBRE,96,302,5,467,16,31,265,140,162,14,1322
821.153,Colegio Bolivar,LIBRE,68,267,4,753,15,36,235,204,129,15,1582
821.155,Unidad Educativa San Miguel,PDC,184,402,18,345,24,40,467,147,530,55,1627
821.156,Colegio Amor de Dios,LIBRE,261,852,34,1115,30,73,735,442,599,49,3542
821.157,Colegio Pio XII,LIBRE,67,271,5,631,25,17,344,190,183,13,1550
821.158,Escuela Bolivar,LIBRE,63,196,8,397,6,22,240,115,125,10,1047
821.159,Centro Kanata,LIBRE,62,175,5,290,12,12,180,112,84,8,848
821.160,(Cárcel) Penitenciaria San Sebastian Mujeres,AP,58,20,1,14,1,3,16,39,65,18,152
821.161,Colegio La Salle Fiscal,LIBRE,161,965,19,1906,42,61,558,600,332,31,4312
821.162,Liceo Adela Zamudio,LIBRE,144,578,8,1462,31,66,343,397,242,16,3029
821.164,Unidad Educativa Santa Maria Micaela,LIBRE,202,1066,10,1763,30,89,696,621,449,27,4477
821.165,Esc. Republica Del Peru O I. Vasquez,APB-SUMATE,265,1732,27,1685,48,105,843,641,473,32,5346
821.166,Unidad Educativa Estados Unidos,LIBRE,74,391,5,503,12,20,274,132,121,7,1411
821.167,Colegio Yugoslavia ( Ex Mariscal Santa Cruz),LIBRE,117,491,11,783,13,46,311,276,171,14,2048
821.168,Colegio Sergio Almaraz Paz,LIBRE,228,993,30,1305,38,70,707,485,401,34,3856
821.169,Unidad Educativa Andres Bello,PDC,269,667,25,856,42,72,937,317,629,87,3185
821.170,Colegio Ismael Montes O Luis Espinal,PDC,263,641,27,662,46,66,875,316,707,51,2896
821.171,Colegio Martin Cardenas,LIBRE,234,691,29,1005,45,55,846,409,561,36,3314
821.173,Colegio Santa Luisa Marillac,PDC,454,576,69,792,77,85,1496,358,1205,84,3907
821.174,Colegio Sebastian Pagador,PDC,466,394,79,531,88,64,1711,237,1566,125,3570
821.175,Escuela Buenas Nuevas A,PDC,332,684,40,948,62,80,1329,388,704,54,3863
821.176,Escuela Camara Junior,LIBRE,80,322,13,343,14,14,316,147,209,20,1249
821.177,Unidad Educ. Eduardo Lopez O E. Don Bosco,PDC,256,531,34,407,37,47,818,183,530,54,2313
821.178,Centro Educativo P.  Maria Auxiliadora,PDC,240,809,31,739,32,43,954,389,605,40,3237
821.179,Colegio San Francisco de Asis,LIBRE,397,1413,31,1780,84,148,1415,635,774,74,5903
821.180,Unidad Educativa Obispo Anaya,PDC,226,289,26,486,28,45,811,163,621,28,2074
821.181,Unidad Educativa Vision Mundial,PDC,314,526,37,518,27,66,815,212,752,54,2515
821.182,Escuela Gerardo Vargas,PDC,308,405,66,306,24,71,1149,180,1288,90,2509
821.183,Unidad Educativa El Salvador San Javier,PDC,348,469,32,593,56,62,1228,275,935,71,3063
821.184,Centro Integrado El Salvador S Vera Cruz,PDC,167,226,23,222,13,31,477,102,425,44,1261
821.185,Unidad Educativa Rene Barrientos Ortuño,PDC,410,274,75,259,27,45,1097,131,1792,134,2318
821.187,Colegio San Antonio De Pucara,PDC,1200,1187,135,1547,164,145,3525,710,3572,212,8613
821.188,Colegio Laura Vicuña,PDC,166,201,12,211,22,32,377,104,345,19,1125
821.189,Escuela Ceferino Namuncura,PDC,182,153,35,183,18,25,419,95,346,25,1110
821.190,Unidad Educativa Demetrio Canelas,PDC,267,375,30,276,15,67,590,199,536,63,1819
821.191,Escuela 6 de Agosto,PDC,784,454,97,608,93,82,1880,269,2980,176,4267
821.192,Colegio Irlandes,LIBRE,11,61,0,349,4,7,30,95,11,1,557
821.193,Escuela Eusebio Tudela,PDC,346,303,69,232,31,35,992,129,1095,80,2137
821.194,Escuela Ricardo Prudencio,PDC,166,404,26,460,36,47,834,215,470,35,2188
821.195,U.E. Humberto Portocarrero,PDC,262,337,14,396,36,36,776,151,669,28,2008
821.196,(Cárcel) Penitenciaria San Sebastian  Varones,AP,100,60,4,28,3,27,52,32,193,19,306
821.197,(Cárcel) Penitenciaria San Antonio,APB-SUMATE,30,31,1,13,3,10,23,24,108,18,135
821.198,Unidad Educativa Bolivia (La Maica),PDC,174,204,22,161,14,35,394,106,424,36,1110
821.199,Unidad Educativa Nueva Esperanza,PDC,458,218,68,245,38,41,1098,137,1928,99,2303
821.200,Colegio San Francisco (Villa Pagador),PDC,363,267,57,397,79,71,1423,165,1137,89,2822
821.202,Escuela Carlos Medinaceli,PDC,505,843,58,916,74,80,1680,392,1218,72,4548
821.203,Colegio Luis Quintin Vila,LIBRE,189,885,12,1729,19,65,351,584,245,35,3834
821.204,Liceo Elena Arze De Arze,LIBRE,100,440,6,2159,14,45,193,609,156,18,3566
821.205,Unidad Educativa Nueva Vera Cruz,PDC,362,300,57,434,55,49,1211,160,990,91,2628
821.206,Unidad Educativa Santiago,PDC,166,411,31,569,43,36,669,234,477,32,2159
821.207,Unidad Educativa Barbara Lamas,PDC,414,152,51,226,49,32,1015,88,2067,137,2027
821.209,Universidad Ucatec (Ex Ceivo),LIBRE,78,449,11,1336,16,27,228,425,157,13,2570
821.210,Colegio Santo Domingo Savio,LIBRE,164,668,12,1345,41,57,642,447,307,20,3376
821.211,Centro Educativo San Francisco De Asis,LIBRE,55,374,6,589,10,35,266,230,129,9,1565
821.212,Unidad Educativa de La Fuerza Aerea,LIBRE,104,312,6,401,31,23,377,185,166,18,1439
821.213,Colegio Buenas Nuevas C,PDC,239,567,39,590,48,60,902,287,528,48,2732
821.214,Unidad Educativa Alto Cochabamba,PDC,59,59,6,77,9,5,208,27,176,11,450
821.215,Unidad Educativa Garibaldi,LIBRE,153,604,19,1120,34,37,492,375,325,30,2834
821.216,Colegio Tecnico Humanistico Abaroa,LIBRE,95,544,16,931,26,26,402,379,203,18,2419
821.217,Unidad Educativa Felix Capriles,LIBRE,42,227,5,528,11,12,279,219,115,7,1323
821.218,Unidad Educativa Nataniel Aguirre,LIBRE,5,85,0,177,2,3,52,67,28,1,391
821.219,Escuela Fiscal Juan XXIII A,LIBRE,160,738,15,1324,28,79,555,420,255,19,3319
821.220,Unidad Educativa Jose Ignacio Sanjines,LIBRE,87,342,3,771,17,30,331,272,141,8,1853
821.221,Unidad Educativa Rene Crespo,PDC,72,101,9,90,12,10,241,42,230,18,577
821.222,Unidad Educativa Maria Josefa Mujia,PDC,336,228,46,329,62,51,1259,132,1230,91,2443
821.223,Colegio Venjamnin,PDC,263,284,16,494,53,35,970,210,776,52,2325
821.224,Unidad Educativa Atiy,PDC,154,152,14,257,45,34,737,87,508,40,1480
821.225,Escuela Central Taquiña A,LIBRE,319,715,34,956,42,55,886,358,619,52,3365
821.226,Unidad Educativa Rosendo Peña,LIBRE,57,213,4,834,14,23,165,271,103,8,1581
821.227,Unidad Educativa Dionisio Morales Choque,PDC,602,233,69,220,52,60,1373,149,2759,149,2758
821.229,U. E. San Nicolas Club de Leones,PDC,427,183,40,228,53,41,867,94,1666,89,1933
821.230,Unidad Educativa Stefano Hotellier,PDC,360,218,38,330,48,54,938,150,1108,51,2136
821.231,Unidad Educativa 14 de Septiembre,LIBRE,41,222,7,882,8,22,139,207,90,8,1528
821.232,Unidad Educativa Facundo Quiroga,LIBRE,53,223,2,731,22,11,154,206,60,9,1402
821.234,Unidad Educativa 9 de Marzo,PDC,245,103,42,192,33,19,815,85,899,61,1534
821.235,Unidad Educativa Juan Jose Torrez,PDC,246,166,24,307,52,38,932,107,763,48,1872
821.236,Unidad Educativa San Miguel Alta Tension,PDC,139,138,8,204,28,28,554,71,435,42,1170
821.237,Unidad Educativa Verdad y Vida,PDC,516,300,45,493,88,70,1764,194,2088,139,3470
821.238,Unidad Educativa Siglo XX   Gabriela Mistral,PDC,190,189,19,324,39,28,704,112,502,27,1605
821.239,Unidad Educativa America Del Sur   Mejillones A,PDC,73,138,10,210,15,19,283,88,136,9,836
821.240,Unidad Educativa Santa Cruz   Eduardo Ocampo Moscoso,PDC,23,66,2,66,2,7,84,40,50,5,290
821.241,Unidad Educativa 26 de Octubre,PDC,366,783,46,1160,62,63,1265,421,915,72,4166
821.242,Unidad Educativa Hno Pacifico Feletti,PDC,277,139,53,227,69,29,983,110,1234,52,1887
821.243,U.E. ADRA Juan XXIII,LIBRE,28,115,0,322,6,14,86,122,32,0,693
821.244,Unidad Educativa Voces Libres,PDC,280,105,26,220,46,26,852,71,1354,44,1626
821.246,Unidad Educativa Antonio Diez,PDC,398,339,55,467,70,54,1289,206,1296,91,2878
821.247,Unidad Educativa Prof. Oscar Rojas Caballero,LIBRE,59,112,10,231,11,14,230,77,117,7,744
821.25313,U.E. Madre De La Divina Providencia,PDC,70,193,4,238,14,16,302,107,156,10,944
821.25358,U.E. Nacional San Isidro,PDC,346,190,52,192,32,32,894,78,1370,102,1816
821.25478,U.E. Israel,PDC,329,183,20,331,78,60,1078,146,1186,72,2225
821.25479,Hogar Comunitario Disneylandia,PDC,20,55,5,71,1,11,124,20,53,6,307
821.25867,U. E. Isaac Attie,LIBRE,18,85,1,602,4,12,35,189,29,3,946
821.25868,U. E. España,LIBRE,27,175,2,790,11,18,102,216,63,7,1341
821.25869,U. E. San Agustín,LIBRE,186,559,9,2865,20,60,324,810,226,19,4833
821.25870,U. E. San José,LIBRE,43,207,5,769,6,25,140,257,79,35,1452
821.25871,U. E. Oscar Alfaro,LIBRE,36,127,3,357,8,8,85,96,49,7,720
821.25872,U. E. Jorge Vásquez,LIBRE,38,241,4,1158,8,18,112,298,68,6,1877
821.25873,Sede Social Sindicato Agrario Taquiña,LIBRE,35,77,4,154,7,6,122,74,58,8,479
821.25875,U. E. Peniel,PDC,73,68,9,177,35,19,399,60,183,10,840
821.25876,U. E. San Miguel Arcángel,PDC,32,33,1,59,6,9,121,29,76,5,290
821.25877,U. E. Túpac Katari,PDC,81,50,6,75,18,3,237,26,308,15,496
821.25878,U. E. Vikinga Boliviana,PDC,7,45,1,56,1,6,57,26,63,7,199
821.25879,U. E. San Francisco Javier,PDC,184,127,16,237,50,16,614,67,594,46,1311
821.25880,U. E. El Mirador,PDC,44,12,15,14,5,4,116,10,219,16,220
821.25881,U. E. 21 de Septiembre,PDC,50,20,5,39,12,6,140,20,186,18,292
821.25882,U. E. Nuestra Señora de la Merced A,LIBRE,91,346,6,601,21,22,424,228,158,17,1739
821.25883,U. E. Nilo Soruco Arancibia,LIBRE,23,114,2,220,4,6,106,116,36,7,591
821.25884,U. E. Alcides Arguedas A.,PDC,39,143,5,189,13,10,205,76,92,9,680
821.25885,U. E. Santa Mónica,LIBRE,144,393,12,886,51,38,546,291,253,31,2361
821.25886,U. E. Juancito Pinto B,PDC,511,189,39,226,67,35,1004,110,1977,150,2181
821.25887,U. E. 8 de Mayo,LIBRE,28,111,2,483,3,16,80,145,35,5,868
821.25888,U. E. Francisco Javier Baldivieso Luna,PDC,115,216,9,297,25,22,404,142,335,23,1230
821.25889,U. E. San Vicente de Paul,PDC,136,105,20,163,23,16,471,66,491,32,1000
821.25890,U. E. San Andrés,PDC,26,28,5,48,6,10,120,19,107,7,262
821.25891,U. E. Cochabamba,LIBRE,4,21,0,79,0,0,22,20,9,3,146
821.25892,U. E. Bolivia Japón Tarde,PDC,28,100,3,183,9,8,184,75,78,7,590
821.25897,U. E. Pentecostal de Bolivia,PDC,112,125,18,271,43,13,508,102,310,18,1192
821.25898,Sede Social de OTB Cerro San Miguel  Alto,PDC,13,21,1,25,5,1,37,13,32,6,116
821.25899,U. E. El Molino,PDC,95,147,8,230,16,13,470,68,296,16,1047
821.25900,U. E. Canaán,PDC,44,78,2,106,8,12,162,60,81,12,472
821.25901,U. E. Luz y Verdad,PDC,34,58,1,99,8,5,125,51,69,1,381
821.25902,U. E. Padre Luis Diez del Pozo,PDC,164,315,26,380,45,36,712,182,399,33,1860
821.25921,U. E. Ave María,LIBRE,34,173,2,530,12,17,147,151,81,5,1066
821.25922,U.E. Genoveva Ríos,LIBRE,87,335,9,803,21,23,289,257,172,13,1824
821.25923,U. E. John Dewey,LIBRE,21,175,2,589,9,17,91,164,51,4,1068
821.25929,U. E. Patria Nueva,PDC,378,207,83,234,48,47,1105,123,1775,71,2225
821.25930,U. E. Tiquirani,PDC,171,153,14,184,18,28,505,67,494,42,1140
821.26145,U.E. Marina Nuñez del Prado,PDC,57,51,4,49,15,2,177,23,201,13,378
821.26147,U.E. Prof. Jaime Alfonso Escalante Gutierrez,PDC,57,150,0,164,3,7,192,76,112,6,649
821.26148,U.E. Ana María Romero de Campero,PDC,85,70,6,82,15,12,230,28,243,19,528
821.26318,U. E. Saúl Mendoza,LIBRE,13,67,3,112,4,3,48,41,31,1,291
821.26321,U. E. Bolivia Holanda,PDC,50,24,1,55,9,3,154,17,184,12,313
821.26322,U. E. Libertad,PDC,251,155,34,203,57,41,946,108,864,50,1795
821.26323,U. E. Juan Lechin Oquendo,PDC,222,165,44,209,37,43,807,118,803,51,1645
821.26324,Sede Social Alto Higuerani,PDC,70,26,31,25,10,5,92,14,233,10,273
821.26325,U. E. Rey de Reyes,LIBRE,80,604,4,1572,15,41,174,483,152,20,2973
821.26439,U. E. Adventista Cochabamba,LIBRE,31,156,1,794,7,15,77,229,42,6,1310
821.26440,Colegio Despertad Montessori (Secundario),LIBRE,2,8,0,38,0,0,5,17,3,2,70
821.26441,U. E. Lía Rivera de Guzmán,LIBRE,11,23,0,87,3,4,25,36,14,1,189
821.26442,kinder Antofagasta,LIBRE,34,183,5,605,6,17,122,213,63,8,1185
821.26443,Centro de Educación Alternativa Don Bosco C,LIBRE,4,36,0,109,1,2,14,25,13,2,191
821.26444,U.E. Mariscal Otto Felipe Braum,LIBRE,30,180,1,472,16,20,156,171,65,9,1046
821.26445,kinder Branko Petricevic B,LIBRE,21,116,2,439,4,9,79,111,38,6,781
821.26446,Colegio Evangelico Emanuel,LIBRE,5,20,0,148,2,2,18,42,9,1,237
821.26447,U. E. Ayni Pacha,PDC,46,35,8,58,15,3,149,22,170,10,336
821.26448,Universidad Latinoamericana,LIBRE,10,33,2,88,6,1,43,27,19,4,210
821.26449,Kinder San Joaquín,LIBRE,11,37,2,81,3,1,42,25,15,2,202
821.26451,U. E. Guillermo Urquidi,LIBRE,3,15,0,55,0,1,10,12,2,1,96
821.32072,U.E. Mariano Ricardo Terrazas,LIBRE,9,34,0,145,4,2,14,55,20,2,263
821.32358,U.E. Alejo Calatayud,APB-SUMATE,25,68,2,68,2,5,62,32,38,5,264
821.32359,U.E. Octavio Campero Echazu,PDC,61,31,16,35,8,6,133,23,225,11,313
821.32410,U.E. La Frontera,PDC,45,18,3,26,3,12,92,18,143,9,217
821.32411,U.E. Alto Florida,PDC,42,19,4,14,2,3,93,7,192,7,184
821.32412,Sede Social Barrio Colquiri,LIBRE,43,205,4,667,13,22,128,228,89,6,1310
821.32413,U.E. Pedro Poveda,LIBRE,135,597,6,2118,20,53,250,599,200,28,3778
822.2001,Escuela Simon Rodriguez,PDC,251,231,28,311,27,49,496,107,723,73,1500
822.2002,Escuela Manuel De Ugarte,PDC,240,224,22,289,21,59,406,111,772,81,1372
822.2003,Escuela 20 de Diciembre,PDC,210,264,28,307,21,44,346,83,702,65,1303
822.32073,U.E. San Adalberto Fe y Alegría,LIBRE,8,11,0,28,1,3,23,7,18,3,81
822.32074,U.E. Simón Bolivar,LIBRE,1,4,0,18,0,0,8,5,10,0,36
822.32185,U.E. Jose Nabor Quintana Navia,PDC,63,59,4,60,10,9,130,23,175,16,358
823.2004,Nucleo Escolar El Cercado,AP,44,5,15,3,0,13,16,7,168,25,103
824.2005,Nucleo Educativo Tipajara,AP,37,4,1,2,1,2,14,2,164,7,63
825.2006,Unidad Educativa Novillero,AP,44,14,3,15,4,14,29,7,208,14,130
826.2007,Nucleo Escolar Villa Granado,PDC,41,25,6,19,2,13,67,6,407,47,179
827.2008,Unidad Educativa Estanzuela,AP,25,2,4,6,3,2,11,3,95,10,56
828.2010,Unidad Educativa Quiroga,PDC,67,34,18,25,7,22,94,14,425,111,281
829.2009,Unidad Educativa Lagarpampa,AP,20,4,5,2,5,4,5,1,109,22,46
830.2012,Colegio Tte.Cnel. Nataniel Verduguez,LIBRE,69,190,12,225,18,8,139,75,92,7,736
831.2013,Escuela Central Quinori,APB-SUMATE,18,54,3,8,3,5,15,9,52,16,115
832.2014,Unidad Educativa Omereque,PDC,159,104,33,95,27,34,546,30,795,72,1028
833.25027,Unidad Educativa Huanacuni Grande,PDC,9,5,2,0,1,0,9,0,82,7,26
834.2016,Escuela Central Peña Colorada,PDC,48,32,24,30,5,6,121,7,149,14,273
835.2017,Unidad Educativa Perereta,PDC,29,9,4,3,2,5,48,4,68,5,104
837.2019,Escuela Seccional Chari Chari,PDC,7,4,0,3,0,0,8,0,34,1,22
838.25360,U.E. Jose Miguel Lanza,PDC,225,69,16,85,12,29,301,21,1639,124,758
840.3003,Unidad Educativa Tapaza,PDC,4,2,0,1,1,0,8,2,119,6,18
841.3004,Unidad Educativa Machaca,AP,30,6,0,2,5,1,21,1,101,22,66
842.3008,Escuela Mariano Baptista (Calchani),PDC,16,7,5,12,1,3,17,2,258,22,63
843.3011,Colegio Simon Bolivar Fe y Alegria,PDC,406,64,21,43,12,15,412,19,738,68,992
845.3005,U.E. Julian Apaza de Pocanchi,AP,35,6,6,2,6,0,17,0,182,34,72
849.1,Unidad Educativa Sisi Palermo,PDC,23,1,3,0,1,0,36,2,251,23,66
850.3012,Escuela Mariano Baptista  Morochata,PDC,103,17,7,20,13,2,123,18,986,58,303
851.3013,Colegio Rene Barrientos Ortuño  Piusilla,AP,83,5,8,7,7,1,66,4,361,19,181
852.3014,Colegio Secundario Cocapata,PDC,47,10,9,4,5,4,52,2,129,20,133
853.3017,Escuela Gildaro Antezana Rojas,AP,64,14,10,5,12,0,45,2,629,52,152
855.3022,Unidad Educativa Icari,PDC,50,10,10,6,5,0,57,3,249,12,141
857.3028,Sede Sub   Central Viscachas,AP,4,0,0,0,0,1,0,0,16,0,5
858.3024,Escuela Julio Espinoza Canelas Punacachi,AP,69,15,8,8,7,3,43,4,492,59,157
859.3027,Escuela Pedro Domingo Murillo  Calientes,PDC,56,8,6,7,3,9,61,0,415,16,150
860.3026,Escuela Hilarion Grageda   Yayani,AP,38,14,14,7,3,2,28,5,542,68,111
861.3025,Escuela 26 de Mayo   Chaupisuyo B,AP,37,7,7,3,4,2,24,1,655,40,85
863.3009,U.E. Chamacoma,AP,9,0,2,2,3,4,6,2,217,16,28
864.3019,Escuela 15 de Febrero (El Choro),AP,148,18,8,11,5,9,87,9,335,67,295
865.4001,Colegio My. Victor Ustariz,PDC,205,203,17,287,34,32,622,107,736,65,1507
865.4002,Escuela Rene Barrientos O.,PDC,146,135,19,138,14,20,226,47,590,59,745
865.4003,Escuela Esteban Arze,PDC,126,122,19,123,8,23,213,41,539,30,675
866.4005,Unidad Educativa Huayculi,AP,109,21,22,20,9,3,84,11,475,30,279
867.4006,Unidad Educativa Huasa Rancho,PDC,14,11,5,11,1,3,48,6,62,5,99
868.4007,Escuela Luis Terrazas,PDC,10,1,3,1,1,0,15,0,137,7,31
869.4004,Unidad Educativa Huerta Mayu,AP,13,2,0,1,1,0,12,0,280,7,29
870.4008,U. E. San José de Calasanz,PDC,163,86,32,56,19,20,359,20,1079,149,755
871.4009,U.E. Esteban Andia Escobar,PDC,7,3,0,0,3,0,21,1,117,6,35
872.4010,U.E. La Viña,PDC,17,3,4,1,1,4,24,1,210,10,55
873.4011,U. E. Arturo Sarmiento de Quiriria,AP,20,10,2,3,1,0,19,2,125,32,57
