C�digoMesa,NombreRecinto,Sigla,AP,APB-SUMATE,FP,LIBRE,LYP-ADN,MAS-IPSP,PDC,UNIDAD,VotoNulo,VotoBlanco,VotoValido
2680.77,U.E. El Portillo,UNIDAD,117,118,21,315,31,53,369,778,357,70,1802
2680.78,(Cárcel) Penal de Morros Blancos,UNIDAD,128,31,11,35,6,22,70,172,113,33,475
2680.79,U.E. San Geronimo,UNIDAD,143,120,18,937,43,124,361,1335,223,26,3081
2680.8,U.E. Carmen Echazu,UNIDAD,38,58,2,466,11,43,79,739,36,17,1436
2680.80,U.A.J.M.S Campus,UNIDAD,101,99,10,773,30,104,436,1008,234,27,2561
2680.81,U.E. San Luis,UNIDAD,77,115,10,480,25,81,191,908,148,43,1887
2680.82,U.E. Los Callejones,UNIDAD,51,51,6,280,26,44,93,507,76,16,1058
2680.83,U.E. San Blas,UNIDAD,26,40,3,139,14,31,114,368,92,11,735
2680.84,U.E. 6 de Junio,UNIDAD,72,71,14,416,19,81,169,748,131,34,1590
2680.85,U.E. Fe y Alegria,UNIDAD,137,157,25,467,40,98,412,1090,312,37,2426
2680.86,U.E. Juan Pablo II,UNIDAD,164,181,23,841,65,177,491,1492,422,73,3434
2680.87,U.E. Bolivia,UNIDAD,121,115,12,945,22,127,206,1257,227,31,2805
2680.89,U.E. La Paz,UNIDAD,191,262,28,789,49,143,530,1756,409,76,3748
2680.90,U.E. Bancario,UNIDAD,15,26,4,333,11,12,62,458,39,7,921
2680.92,Salon Capacitacion Barrio Catedral,UNIDAD,64,57,9,311,19,64,148,452,103,18,1124
2680.94,U.E. Eulogio Ruiz,UNIDAD,233,208,41,688,69,141,843,1336,667,88,3559
2680.95,U.E. Eduardo Orozco Alfaro,UNIDAD,140,133,21,477,40,87,450,1030,351,65,2378
2680.97,U.E. J. Naval Monzon,UNIDAD,192,169,30,882,42,157,497,1384,418,70,3353
2680.98,U.E. Julio Calvo,UNIDAD,247,209,50,666,68,149,788,1471,692,73,3648
2680.99,U.E. Nuestra Señora Del Rosario,UNIDAD,166,133,20,539,40,91,469,1083,300,38,2541
2681.1,Esc. Wenceslao Añez,LIBRE,30,33,2,101,2,14,22,80,34,23,284
2682.1,Esc. Buena Vista,LIBRE,7,23,5,75,5,3,35,43,33,8,196
2683.1,Esc. Somopae,UNIDAD,32,29,2,52,6,7,32,75,21,9,235
2684.4,U.E. La Compañia,UNIDAD,41,16,11,49,4,28,82,99,70,23,330
2686.1,Sede Social Carpani,PDC,100,15,18,15,9,14,255,33,272,50,459
269.2496,Col. Nucleo Tajlihui,AP,42,4,11,6,2,6,41,3,60,13,115
2697.18023,Esc. U.E. German Busch (P. Grether),AP,60,4,8,21,3,1,44,24,212,15,165
2698.32110,U. E. Rvdo. Padre Antonio Rainer,UNIDAD,35,19,1,90,1,9,58,108,61,13,321
2698.5509,Esc. Daniel Zambrana,LIBRE,176,98,35,676,14,48,140,571,267,83,1758
272.25774,U.E. Santa Rosa de Challana,PDC,10,2,2,8,0,4,15,7,10,1,48
273.2488,Esc. Secc. de Poroma,AP,57,8,5,5,1,14,45,2,71,8,137
274.2469,Esc. San Juan de Challana,LIBRE,0,0,1,41,2,0,29,3,6,1,76
2741.65,Esc. Ockoruro,PDC,5,11,8,3,2,1,36,3,23,19,69
2742.491,U.E. Simon Bolivar A de Toropalca,PDC,49,29,7,28,6,14,187,32,129,32,352
2743.2,U. E. Chañocahua,PDC,601,126,160,248,97,132,2730,268,1987,228,4362
2747.1,Esc. San Pablo Isiboro,LIBRE,8,7,4,40,2,39,16,8,20,23,124
2748.1,Esc. Buen Jesus,UNIDAD,60,23,5,43,5,21,63,79,40,19,299
2749.1,U.E.   Warnes,AP,142,79,13,28,2,7,32,97,60,31,400
275.2489,Esc. Secc. Mixta La Fabulosa,PDC,10,0,0,0,0,1,25,6,12,2,42
2751.13,U.E. Nueva Esperanza,LIBRE,11,17,1,62,2,7,10,20,25,3,130
2753.40,U.E. Manchester,LIBRE,1,20,0,22,1,1,11,15,7,3,71
2754.56,U.E. Vista Alegre,AP,85,14,1,41,5,8,21,39,30,10,214
2756.1,Colegio San Isidro De Anfaya,PDC,16,2,0,8,2,5,54,2,183,22,89
2757.1,Posta Sanitaria,AP,2,0,0,0,0,1,1,0,24,1,4
2758.1,Escuela Seccional La Revuelta,PDC,37,16,18,9,6,13,113,16,97,33,228
2759.1,Unidad Educativa La Cienega,PDC,24,1,3,8,5,6,48,2,152,24,97
276.2490,Sindicato,PDC,5,2,1,5,0,1,21,1,23,2,36
2761.5510,Esc. German Busch Yacuses,UNIDAD,37,46,9,129,5,19,107,176,87,31,528
2762.4017,Esc. Seccional Itatique,UNIDAD,4,16,2,13,2,2,7,38,12,4,84
2763.4021,U.E. José Esteban,LIBRE,75,56,10,162,7,23,80,77,34,41,490
2764.14033,Esc. Pto. Camacho,UNIDAD,124,205,24,493,21,130,486,526,323,79,2009
2765.2493,Esc. Nucleo Cocoy,PDC,25,9,18,9,1,5,85,3,192,19,155
2766.2543,U.E. Torewa,LIBRE,2,3,2,7,1,6,3,3,21,4,27
2767.25605,U.E. 14 de Noviembre Paz y Unidad,PDC,313,79,94,222,88,87,2117,198,844,93,3198
2767.25606,U.E. República de Japón,PDC,205,57,70,144,58,72,1703,187,593,77,2496
2767.25607,U.E. República Islámica de Irán,PDC,50,8,16,50,14,17,374,61,143,6,590
2767.26160,U.E. Mariscal Santa Cruz,PDC,159,62,41,193,76,64,1348,209,462,46,2152
2767.26161,U.E. Nueva Tilata,PDC,179,43,42,158,56,58,1167,194,368,38,1897
2767.2912,Esc. Centro Tilata,PDC,886,176,324,414,129,287,5374,555,2578,294,8145
2767.32200,U.E. 6 de Junio,PDC,49,20,19,89,21,26,495,94,146,13,813
2768.5051,Unidad Educativa Bolivia Viloco,PDC,148,8,8,40,8,8,333,23,122,19,576
2769.2669,Colegio Inicua Alto,PDC,115,17,54,24,17,56,511,12,723,74,806
277.2508,U. E. 16 de Julio de Mapiri,PDC,231,146,60,296,56,88,1726,295,699,186,2898
2770.2689,Escuela Unduavi,PDC,8,7,6,10,5,3,35,12,8,4,86
2771.2402,U.E. Pauje Yuyo,PDC,52,3,5,2,2,9,71,2,98,13,146
2772.2288,Escuela Villa Rosario,PDC,65,5,20,6,4,8,92,13,70,31,213
2773.11,U. E. 11 de Octubre,LIBRE,123,196,19,635,39,76,519,389,261,33,1996
2773.12,U.E. German Busch,LIBRE,87,123,8,274,16,35,260,200,110,27,1003
2773.13,(Cárcel) Cárcel Pública (Villa Busch),UNIDAD,21,28,9,47,7,37,37,161,67,31,347
2773.14,U.E. De Bella Vista,PDC,103,133,17,280,9,59,320,200,261,30,1121
2773.23,U. E. Vaca Diez (Intermedio),LIBRE,33,54,4,268,3,31,130,122,85,5,645
2773.25028,U. E. Cobija,LIBRE,136,199,18,736,29,101,568,488,279,52,2275
2773.25029,U. E. Mariscal Sucre,PDC,149,156,26,547,37,91,734,375,339,47,2115
2773.25031,U. E. Rogelia Menacho De Balcazar,PDC,72,150,14,401,18,96,412,303,182,33,1466
2773.25032,U. E. José Manuel Pando,PDC,141,240,16,631,26,98,633,440,333,39,2225
2773.25033,U. E. Sofia Calpiñeiro,LIBRE,51,96,11,431,8,53,110,257,68,17,1017
2773.25034,U. E. Juana Azurduy De Padilla,LIBRE,26,53,4,209,4,24,97,129,49,5,546
2773.25035,U.E. Defensores Del Acre,LIBRE,122,190,19,648,29,126,539,533,218,40,2206
2773.25036,U. E. Vaca Diez (Medio),LIBRE,46,96,4,467,12,69,222,317,85,20,1233
2773.25037,Kínder Víctor León Arueta,LIBRE,10,15,1,90,1,8,28,37,13,1,190
2773.25040,U. E. Manuela Rojas,LIBRE,137,376,13,1017,32,134,556,745,290,51,3010
2773.25041,U. E. Simon Bolivar,LIBRE,118,319,38,823,27,104,680,652,376,71,2761
2773.25042,U.E. Villa Cruz,LIBRE,13,29,2,154,4,3,55,78,18,4,338
2773.25938,U.E. Héroes de la Distancia,LIBRE,26,74,5,294,4,32,77,157,58,3,669
2773.26074,U. E. Abaroa,LIBRE,14,60,1,142,3,6,50,69,39,11,345
2773.26076,U. E. Juan Evo Morales Ayma,PDC,16,32,3,84,3,29,109,57,59,7,333
2773.26077,U. E. Marcelo Quiroga Santa Cruz,PDC,10,27,4,72,1,7,73,41,46,7,235
2773.26078,U. E. Alfredo Ovando Candia,PDC,40,52,3,95,4,41,113,78,45,15,426
2773.3,U. E. Instituto Americano,LIBRE,25,39,12,291,6,29,90,170,32,2,662
2773.32002,INCOS Pando,LIBRE,83,146,8,582,20,82,347,396,139,23,1664
2773.5,U. E.  America,LIBRE,45,48,2,248,5,25,90,143,49,10,606
2773.8,U.E. Mariano Baptista,LIBRE,36,59,3,288,7,28,207,186,73,8,814
2774.1,Escuela Cayimbaya,AP,115,11,14,9,9,7,87,7,152,52,259
2775.1,Escuela Cotaña,AP,201,3,9,17,5,10,139,1,305,46,385
2776.1,Escuela Tahuapalca,PDC,81,5,20,8,4,10,105,3,152,26,236
2777.1,Escuela Tirata,AP,104,5,16,9,2,9,65,17,139,24,227
2778.1,U. E. Marquirivi,PDC,323,70,79,252,47,99,1342,301,493,103,2513
2779.1,Unidad Educativa Villa Harca,PDC,13,16,5,9,3,7,65,10,39,11,128
278.2516,U.E. Juan José Torrez,PDC,65,26,12,23,9,16,231,34,215,59,416
2780.1,Esc. Rural Canaviri,PDC,26,4,5,3,4,3,65,15,39,7,125
2781.1,Esc. Chucura,PDC,16,1,1,3,2,10,46,3,55,12,82
2783.25836,U.E. Kasillunca,PDC,44,4,19,7,1,12,132,15,76,11,234
2784.10,U.E.  Alto de la Alianza,UNIDAD,71,136,20,516,9,69,175,681,179,62,1677
2784.11,U.E.   Los Almendros,UNIDAD,85,144,23,551,14,56,228,926,233,92,2027
2784.13,U.E.   Antonio Vaca Diez,UNIDAD,59,61,13,420,5,34,103,587,129,45,1282
2784.14,U.E.   Manuel Vicente Ballivian,LIBRE,28,35,4,230,1,16,65,185,31,13,564
2784.15,U.E. Miguel Antelo,UNIDAD,11,32,4,112,3,12,57,282,40,20,513
2784.16,U.E.   Brasil,UNIDAD,75,123,20,659,14,60,233,1002,219,71,2186
2784.17,U.E. Belen,UNIDAD,53,109,12,221,7,27,103,415,162,60,947
2784.18,U.E. Simón Bolívar,UNIDAD,27,65,8,187,4,15,81,262,64,30,649
2784.19,(Cárcel) Penal Guayaramerin,UNIDAD,0,9,3,14,0,4,15,40,10,9,85
2784.25320,U.E. 9 de Abril,UNIDAD,58,89,10,231,7,38,133,390,107,37,956
2784.26359,U.E.  Mariscal Andres de Santa Cruz,UNIDAD,68,97,12,409,8,43,188,505,134,35,1330
2784.3,U.E.  Evangélico Nacional,UNIDAD,71,82,12,460,13,36,223,538,205,26,1435
2784.32115,U.E.  Guayaraguazu,UNIDAD,35,38,7,110,2,21,51,173,50,23,437
2784.5,U.E.  Manuel Antonio Ojopi,UNIDAD,63,101,19,424,11,41,155,684,121,42,1498
2784.6,U.E.  Elmer Botsford,UNIDAD,23,26,8,232,2,19,41,310,25,19,661
2784.7,U.E.  San Jose,UNIDAD,35,87,12,306,9,32,99,589,114,43,1169
2784.8,U.E.  Mejillones,UNIDAD,35,42,4,225,3,28,74,321,76,38,732
2784.9,U.E.  6 de Junio,UNIDAD,67,103,15,426,15,60,161,834,173,69,1681
2785.1,Esc. Central San Lorenzo,UNIDAD,6,3,0,39,1,6,4,45,14,14,104
2786.1,Esc. Gualberto Villarruel,UNIDAD,95,102,9,409,36,51,283,425,175,52,1410
2786.26362,U.E. Melvin Jonnes,LIBRE,20,41,2,134,8,15,126,130,72,17,476
2786.3,Unidad Educativa Lucio Lens,UNIDAD,166,148,24,541,27,94,536,623,356,85,2159
2786.32019,U.E. Filadelfia,UNIDAD,74,82,12,274,11,37,214,353,168,44,1057
2786.32020,U.E. Obispo Juan Claudel Fe y Alegria,UNIDAD,47,80,8,275,12,54,199,335,139,30,1010
2786.4,Escuela Villa Lourdes,PDC,91,93,15,262,16,46,327,277,264,60,1127
2787.1,Esc. Central Nuevos Horizontes,PDC,85,18,16,75,9,23,153,47,123,37,426
2788.1,Esc. Las Abras,UNIDAD,2,3,2,36,2,0,4,43,10,12,92
279.2509,U. E. Vilaque Grande,PDC,23,9,2,22,5,10,164,9,49,8,244
2790.2,Esc. Sebastian Pagador,PDC,16,6,2,31,2,1,80,11,33,3,149
2791.2256,Unid. Educ. Ursula Goyzueta,PDC,165,25,55,35,17,66,562,46,434,86,971
2793.2921,Esc. Ismael Montes,PDC,118,28,38,72,18,17,441,58,202,33,790
2794.101,Colegio Junin,LIBRE,26,34,3,568,9,42,95,198,31,2,975
2794.103,Esc. Mariscal De Ayacucho,LIBRE,6,25,0,290,3,14,27,80,15,1,445
2794.106,Kinder San Vicente De Paul,LIBRE,24,55,1,898,6,48,164,291,42,2,1487
2794.108,Col. Mariano Serrano,LIBRE,80,196,5,1586,26,108,459,685,151,13,3145
2794.110,Unid. Educ. Jose Clemente Maurer,PDC,184,87,20,294,22,56,1010,120,529,101,1793
2794.111,Esc. Roberto Alvarado,PDC,164,257,28,1567,67,112,1893,614,612,88,4702
2794.113,Esc. Benjamin Guzman,LIBRE,28,84,6,630,8,49,174,193,37,10,1172
2794.115,Esc. La Recoleta,LIBRE,60,196,9,1257,14,84,521,460,185,20,2601
2794.116,Salon Multifuncional El Abra,PDC,91,132,20,467,20,50,655,230,279,66,1665
2794.117,Esc. San Javier,LIBRE,71,150,8,1822,22,125,523,713,150,18,3434
2794.123,Esc. San Juanillo,LIBRE,149,300,30,1642,37,146,1415,693,424,61,4412
2794.124,Kinder Echeverria,LIBRE,19,41,0,572,4,34,55,185,26,3,910
2794.202,Col. Don Bosco,LIBRE,38,77,2,903,16,43,155,303,54,7,1537
2794.204,Col. Sagrado Corazon,LIBRE,22,51,0,518,4,23,92,179,25,2,889
2794.208,Kinder Municipal,LIBRE,39,129,2,823,9,47,291,280,52,9,1620
2794.210,Esc. Josefina Goytia,LIBRE,53,86,5,804,18,82,380,325,180,25,1753
2794.211,Esc. Aniceto Arce,PDC,166,190,35,1015,43,134,1339,327,497,100,3249
2794.212,Esc. Guido Villagomez,PDC,201,266,47,1419,65,103,1820,557,594,91,4478
2794.216,Col. Jorge Revilla,LIBRE,200,316,28,1766,59,153,1682,631,554,74,4835
2794.217,U.E. Marcelo Quiroga Santa Cruz,PDC,217,150,43,821,62,112,2010,301,852,138,3716
2794.219,U.E. Las Americas,PDC,252,227,50,899,64,116,2385,332,801,135,4325
2794.222,Col. Cardenal Maurer,LIBRE,50,87,2,1028,17,57,262,347,81,8,1850
2794.227,Col. Emilio Hoschman,PDC,254,174,58,661,61,85,2233,282,940,162,3808
2794.228,Colegio Fe y Alegria,LIBRE,99,302,21,1852,21,136,1064,668,261,36,4163
2794.229,Colegio Domingo Sabio,PDC,93,103,16,699,25,43,791,216,224,36,1986
2794.230,Unidad Educativa 6 de Junio,PDC,152,190,25,986,40,96,1179,422,447,72,3090
2794.231,U.Pedag. Mariscal Sucre,LIBRE,38,79,6,696,9,50,191,234,69,2,1303
2794.25027,Salon Multifuncional El Niño,LIBRE,35,69,4,585,10,30,345,209,110,24,1287
2794.25028,Salon Multifuncional La Hoyada,LIBRE,21,49,4,233,4,20,200,67,53,8,598
2794.25029,(Cárcel) Cárcel Pública,AP,146,40,11,139,18,24,86,52,141,33,516
2794.25031,Mercado Yurac Yurac,LIBRE,86,132,18,951,29,93,826,352,251,25,2487
2794.25032,Unidad Educativa Alberto Bohorquez,PDC,217,108,32,417,51,60,1354,179,774,140,2418
2794.25033,Unidad Educativa Ruffo,PDC,101,69,16,217,27,35,723,69,319,59,1257
2794.25329,U.E. Gastón Vilar Casso,PDC,213,182,38,898,56,111,1656,296,787,111,3450
2794.25476,Coliseo Libertadores,LIBRE,73,156,15,1387,41,107,823,445,260,42,3047
2794.25526,U.E. Eduardo Abaroa,LIBRE,46,144,12,1203,18,96,374,432,87,19,2325
2794.25530,Campo Deportivo Noria Alta,LIBRE,36,80,8,676,13,47,301,238,83,8,1399
2794.25531,U.E. Thako Pampa,PDC,85,31,12,155,18,15,486,52,342,52,854
2794.25568,U.E. San Roque Nivel Inicial,LIBRE,44,107,8,640,13,51,271,222,69,11,1356
2794.25569,Salón Multifuncional Satélite,LIBRE,34,79,10,446,22,34,374,202,139,17,1201
2794.25570,Campo Deportivo San Juanillo Bajo,LIBRE,43,75,8,608,17,41,531,214,161,21,1537
2794.25571,Coliseo Los Pinos,PDC,97,92,13,562,29,44,852,181,288,32,1870
2794.25577,U.E. Cristo Rey,LIBRE,2,10,0,120,0,7,57,39,29,1,235
2794.26371,U.E. Lechuguillas,PDC,14,5,2,29,2,5,97,14,79,11,168
2794.26372,Salón Multifuncional Sancho,PDC,24,14,5,89,8,13,164,46,64,7,363
2794.26373,U.E. Franz Tamayo,PDC,65,59,11,330,14,27,749,127,249,21,1382
2794.26374,U.E. Kurusa Llawi,PDC,34,11,0,95,3,4,223,18,93,11,388
2794.26375,U.E. Tomas Katari Sucre,PDC,120,67,9,283,31,45,779,100,427,69,1434
2794.26376,Campo Deportivo Barrio Lindo,LIBRE,25,31,4,258,16,12,233,75,55,7,654
2794.30001,Facultad de Tecnología Médica,LIBRE,37,71,5,716,11,51,306,261,69,12,1458
2794.30002,Campo Deportivo zona San Francisco,LIBRE,42,70,3,747,7,45,251,258,86,13,1423
2794.30004,Campo Deportivo zona América,PDC,45,94,7,424,20,52,539,175,166,26,1356
2794.30005,Universidad del Valle UNIVALLE,LIBRE,45,122,11,971,26,66,498,371,121,14,2110
2794.30009,Coliseo San José,LIBRE,35,75,5,564,7,32,262,228,65,9,1208
2794.30010,Kinder Aniceto Arce,PDC,59,52,6,283,12,32,346,86,103,28,876
2794.30015,U.E. Gualberto Paredes,PDC,202,106,22,470,28,85,1267,141,535,89,2321
2794.32160,U.E. Genoveva Rios,PDC,18,17,2,67,5,1,155,16,84,6,281
2794.32161,Salón Multifuncional Luis Espinal,PDC,45,38,10,240,15,22,338,89,139,18,797
2794.32162,Centro Recreacional La Esperanza,LIBRE,25,46,9,322,17,23,265,126,73,8,833
2794.32163,U.E. Ernesto Che Guevara,PDC,76,31,15,253,25,17,784,86,341,45,1287
2794.32387,Facultad de Ciencias de Enfermeria y Obstetricia,PDC,0,5,0,23,1,3,34,8,5,1,74
2794.32388,U.E. Tambo Aranjuez,PDC,1,0,0,5,0,0,5,1,1,1,12
2794.32389,U.E. Bicentenario,LIBRE,9,16,2,97,4,6,66,44,16,4,244
2794.32390,U.E. Teresa Bustos de Lemoine,LIBRE,40,76,3,904,9,36,114,271,46,7,1453
2794.400,Fac. Derecho,LIBRE,98,151,8,1553,25,111,565,617,143,13,3128
2794.401,Col. Victorino Vega,PDC,169,244,36,1108,37,118,1525,441,520,76,3678
2794.403,Esc. Sagrada Familia,PDC,198,251,45,1367,62,112,2137,485,630,105,4657
2794.407,Estadium Patria,LIBRE,100,234,12,1665,29,127,768,637,220,39,3572
2794.408,Esc. Angel Baspineiro,PDC,169,56,11,206,35,48,1130,73,841,115,1728
2794.409,Campo Deportivo 20 de Octubre,PDC,49,63,15,395,11,33,459,136,149,14,1161
2794.410,Unid. Educativa Victoria Diez,PDC,384,124,34,482,57,80,2219,201,1570,277,3581
2794.502,Seminario Teologico Del Sur,LIBRE,69,121,13,999,31,67,910,391,237,34,2601
2794.504,U.E. Cristina Aitken de Gutierrez,LIBRE,37,88,4,808,15,54,277,251,131,20,1534
2794.506,Fundacion Pachamama,LIBRE,16,44,3,460,6,29,160,152,39,7,870
2794.507,Jardín De Niños San Lázaro,LIBRE,25,58,3,435,6,31,186,180,53,10,924
2794.508,IPTK N Aguirre 560 CERPI,LIBRE,57,143,7,1247,28,64,603,455,130,19,2604
2794.509,Kinder Gerardo Vaca Guzman,LIBRE,15,41,3,359,3,20,70,97,29,2,608
2794.510,Unidad Educativa Alegría,PDC,179,42,38,156,21,25,874,68,690,148,1403
2794.511,Salon Mult. Alto Loyola,PDC,47,65,15,324,18,29,552,129,165,22,1179
2794.512,Facultad de Tecnología,LIBRE,91,170,8,1779,37,111,614,649,143,17,3459
2794.513,Kinder Serrano,LIBRE,18,33,1,278,5,14,109,95,24,1,553
2794.515,Liceo María Josefa Mujia,LIBRE,42,91,3,861,15,48,159,301,53,6,1520
2794.516,Terminal De Buses,LIBRE,97,195,9,1945,27,119,713,674,230,33,3779
2794.517,Escuela Daniel Calvo,LIBRE,16,40,1,324,5,14,71,122,21,0,593
2794.519,Colegio 23 de Marzo,LIBRE,44,130,7,1298,41,94,559,448,121,23,2621
2794.522,Col. Bernardo Monteagudo,LIBRE,21,47,4,581,8,45,129,211,47,9,1046
2794.523,Coliseo Jorge Revilla Aldana,LIBRE,26,65,2,582,9,40,166,199,50,8,1089
2794.529,Iglesia San Matías,LIBRE,67,166,10,1083,11,76,425,418,115,14,2256
2794.533,U.E. Evo Morales Ayma,PDC,118,117,18,705,28,71,1030,272,373,49,2359
2794.534,Escuela Tucsupaya,LIBRE,155,182,24,1431,34,126,1162,579,484,70,3693
2794.535,Unid. Ed. Hugo Poppe Entrambasaguas,PDC,122,135,28,954,39,98,1110,377,364,63,2863
2794.536,U.E. Francisco Cermeño,LIBRE,15,15,4,174,6,10,117,62,25,2,403
2796.76,U.E.  Manuel Estremadoiro Martinez,UNIDAD,5,13,4,63,0,4,31,76,40,7,196
2797.4051,U.E. 15 de Mayo,LIBRE,38,25,12,196,3,11,89,83,57,17,457
2798.16,U.E.  Gutembert Cruz,LIBRE,8,23,1,134,1,9,16,44,27,16,236
280.2513,U. E. Sarampiuni,PDC,19,4,9,5,2,16,70,6,38,12,131
2800.57,U.E. Galilea,AP,97,10,0,11,0,6,18,23,21,14,165
2802.46,U.E. San Antonio,LIBRE,8,4,1,15,0,5,13,9,10,4,55
2803.1203,Unidad Educativa Rodeo Grande,AP,76,1,7,2,2,3,51,0,893,36,142
2804.1211,Colegio Franz Tamayo,AP,1709,86,44,140,46,40,652,82,6239,217,2799
2804.1212,U. E. José Carrasco (Manco Kapac),AP,752,20,16,26,12,9,176,17,2994,79,1028
2804.25314,U.E. Nacional Ayacucho,AP,259,13,5,31,10,12,138,20,886,28,488
2804.26471,U. E. Mariscal Sucre,AP,90,3,2,13,5,1,55,11,432,18,180
2805.154,Esc. Cachi Cachi,PDC,45,4,15,10,4,24,118,5,73,15,225
2806.25619,Col.Nal. Simón Bolivar,PDC,24,2,8,4,2,6,102,1,56,4,149
2807.32181,Corregimiento de Soledad,PDC,5,2,2,4,0,2,21,1,7,6,37
2808.2,U.E. Sebastian Pagador,PDC,51,2,11,4,6,2,93,0,197,29,169
2809.2,U.E. Andapata,PDC,11,0,7,1,1,2,37,1,22,1,60
281.2517,U. E. Chimate,PDC,23,5,11,9,3,11,65,12,118,16,139
2810.32182,U.E. Nacional Cosapa,PDC,29,3,3,6,2,1,160,3,154,10,207
2811.2,U.E. Alcamarca,PDC,9,1,6,2,0,8,62,2,137,6,90
2812.2,Esc. Huancaroma,PDC,9,0,2,1,2,1,34,2,52,3,51
2813.2,U.E. Quelcata,PDC,32,1,11,4,1,5,72,5,171,13,131
2814.2,U.E. Machacamarca,PDC,14,1,2,0,0,0,15,2,73,3,34
2815.2,Esc. Calacota,PDC,2,0,0,1,2,0,15,1,21,2,21
2816.1,Esc. San Francisco Del Yata,UNIDAD,5,8,2,7,0,3,0,27,19,1,52
2817.495,U. E. Juan Victor Montoya Medinacelli,PDC,39,14,8,17,7,9,68,7,84,34,169
2818.467,Esc. Secc. Vacuyo,PDC,18,6,4,4,5,10,68,6,33,18,121
2819.1,Esc. San Simon,PDC,22,18,4,12,1,9,70,12,61,14,148
282.2507,U. E. Santa Rosa,PDC,168,48,31,111,28,88,787,80,550,110,1341
2821.464,Sacani,AP,59,10,10,7,3,10,56,5,224,9,160
2822.465,U. E. 6 de Junio,PDC,35,11,7,5,10,8,83,4,182,48,163
2823.482,Esc. Central Rodeo Huayllas,PDC,34,5,4,16,9,5,38,3,152,36,114
2824.1,Esc. Litoral,MAS-IPSP,26,4,8,4,2,33,9,24,30,18,110
2825.1,Esc. Retiro,AP,45,2,2,2,0,5,4,3,56,8,63
2826.481,Esc. Seccional Molle Molle,PDC,37,9,9,3,6,19,65,2,180,48,150
2827.1,Esc. Monte Mae,UNIDAD,4,16,0,20,2,0,0,34,6,5,76
2828.485,U. E. Yahuaco,PDC,7,3,2,1,0,5,12,1,65,12,31
2829.468,U. E. Villa Alcarapi,AP,68,1,9,4,3,3,46,2,208,24,136
283.2499,Col. Nal. Mixto Teoponte,PDC,66,51,16,99,3,132,436,76,222,47,879
2830.469,Esc. Seccional De San Pedro de Colila,PDC,21,3,10,4,0,7,28,2,57,6,75
2831.470,Esc. Central El Palomar,AP,41,4,9,9,3,4,38,2,77,16,110
2832.472,U.E. Manuel Ascencio Padilla,PDC,58,1,2,0,2,0,66,2,41,4,131
2833.471,U.E. Pampa Tambo,AP,31,2,4,3,0,5,25,1,44,4,71
2834.473,U.E. San Bartolome,PDC,12,13,3,8,8,7,159,4,77,33,214
2835.474,U.E. El Porvenir A De Totora I,PDC,41,19,17,12,17,112,265,8,183,85,491
2836.475,U.E. Franz Tamayo,PDC,54,6,12,24,2,8,113,9,44,10,228
2839.478,Esc. Seccional Selocha,AP,19,6,12,1,2,11,14,1,35,10,66
284.2511,Sede Social,PDC,148,68,38,101,20,108,556,100,470,88,1139
2840.480,U.E. Alonso de Ibáñez de Río San Pablo,PDC,12,2,3,6,2,0,22,0,40,5,47
2841.479,U.E. Nuevos Horizontes de Viluyo,AP,16,5,2,1,1,1,10,2,40,3,38
2842.25029,U.E. 1o. de Mayo,APB-SUMATE,9,17,6,7,4,7,10,8,51,20,68
2843.2,Esc. Mariscal Sucre,PDC,14,5,3,6,2,7,47,1,40,8,85
2844.1,Colegio Rosendo La Fuente,PDC,41,4,3,30,6,15,57,8,41,27,164
2845.1,U.E. Rodeo El Porvenir,PDC,15,4,9,6,5,5,81,2,102,33,127
2846.1,Escuela Despensas,PDC,12,11,3,18,8,8,28,13,39,16,101
2847.1,Escuela Yana Yana,PDC,2,4,1,4,3,0,7,4,17,5,25
2848.1,U. Edu. San Miguel Del Bañado,PDC,37,35,10,50,4,9,125,85,67,33,355
285.2512,U.E. Tomachi,PDC,36,37,7,33,4,27,116,33,123,32,293
285.32258,Sede de Tomachi,PDC,2,1,0,0,0,0,8,1,0,0,12
2850.1,Escuela El Simbolar,UNIDAD,3,1,1,13,1,4,7,15,10,2,45
2851.477,U. E. El Molino,PDC,4,0,2,2,1,1,4,1,34,3,15
2852.2,Esc. Central Turco,PDC,71,16,31,43,8,68,287,19,428,44,543
2853.22,Esc. Santa Rosa De La Mina,UNIDAD,11,16,8,41,2,16,21,77,35,16,192
2854.4053,Esc. Secc. de Kaipepe,PDC,24,15,7,78,3,16,80,59,49,35,282
2855.14060,U.E. Parapety,UNIDAD,25,4,5,16,3,8,24,45,25,7,130
2856.11040,Escuela Maestro Pitagoras,PDC,423,222,77,1104,53,127,1637,1023,1355,160,4666
2856.11041,Esc. Central Angel Foianini,LIBRE,250,200,53,1244,45,73,971,1054,765,68,3890
2856.26341,U. E. Cumbre de las Américas I,PDC,135,38,11,252,9,29,416,221,382,23,1111
2857.18028,U. E. Santa cruz de la Sierra,PDC,73,15,22,31,10,5,87,24,248,21,267
2858.1028,Esc. Nucleo Central Santa Fe,PDC,43,16,7,31,3,10,93,31,172,23,234
2859.5013,Esc. Nucleo Santa Rosa,PDC,4,11,8,22,4,3,52,36,15,5,140
286.2518,Escuela Pajonal Vilaque,PDC,25,21,5,8,3,6,164,18,49,16,250
